entity_key,canonical_name,locations,size_tier,n_states,states,primary_state,loc_employees_sum,loc_sales_sum,corp_employees,corp_sales,year_established,school,special_needs,charter,parents,website,phone,lead_exec,hq,sample_address,name_variants,nontarget_reason,review_flag,gov_flag,credit_score,is_target
RSU 71 SCHOOL BUS GARAGE,Rsu 71 School Bus Garage,1,single,1,ME,ME,38,1053000,0,0,,1,0,0,,,(207) 338-2430,Jake Guerney (Director),"Belfast, ME","19 Lions Way, Belfast, ME 04915",Rsu 71 School Bus Garage(1),,,0,A+,1
DEVELOPMENT FOR SMALL BUS DIV,Development For Small Bus Div,1,single,1,NJ,NJ,20,1052000,0,0,,1,0,0,,Newjerseycommerce.Org,(609) 292-3860,,"Trenton, NJ","20 W State St, Trenton, NJ 08608",Development For Small Bus Div(1),,,0,A,1
WCBC PROFESSIONAL BUS SERVICE,WCBC Professional Bus Svc,1,single,1,TX,TX,28,1052000,0,0,,1,0,0,,Georgebus.Com,Not Available,,"Paradise, TX","329 County Road 3575, Paradise, TX 76073",WCBC Professional Bus Svc(1),,,0,A+,1
FIRST STUDENT BUS,First Student Bus Co,1,single,1,MN,MN,11,1051000,0,0,,0,0,1,,Firststudentinc.Com,(651) 645-3959,,"Saint Paul, MN","1102 Snelling Ave N, Saint Paul, MN 55108",First Student Bus Co(1),national-platform,,0,B+,0
MACNOVA,Macnova LLC,1,single,1,NJ,NJ,24,1050000,0,0,,1,0,0,,,(973) 209-7852,,,,Macnova LLC(1),,,0,A,1
HISTORICAL TROLLEY TOURS,Historical Trolley Tours,1,single,1,VT,VT,13,1050000,0,0,,0,0,1,,Trolleytoursvt.Com,(802) 370-9729,Ricane Crossman (Manager),"Burlington, VT","1 College Street Center Parkin, Burlington, VT 05401",Historical Trolley Tours(1),,,0,A,1
HIGHPOINT BAPTIST CHURCH,Highpoint Baptist Church,1,single,1,AL,AL,25,1049000,0,0,1991,1,0,0,,Highpointbc.Org,(251) 452-4601,Charlie E York (Religious Dir),"Eight Mile, AL","2421 Lott Rd, Eight Mile, AL 36613",Highpoint Baptist Church(1),,,0,A+,1
SHOW LOW SCHOOLS TRANSPORTATION,Show Low Schools Trnsprtn,1,single,1,AZ,AZ,25,1049000,0,0,,1,0,0,,Show-Low.K12.Az.Us,(928) 537-6000,Bonnie Shipitalo (Director),"Show Low, AZ","500 W Old Linden Rd, Show Low, AZ 85901",Show Low Schools Trnsprtn(1),,,0,A+,1
BUS STATION BOULDERXFER,Bus Station-Boulderxfer,1,single,1,CO,CO,37,1049000,0,0,,1,0,0,,Rtd-Denver.Com,Not Available,,"Boulder, CO","1400 Walnut St, Boulder, CO 80302",Bus Station-Boulderxfer(1),,,0,A+,1
DOUGLAS COUNTY SD RE 1,Douglas County SD Re-1,1,single,1,CO,CO,25,1049000,0,0,,1,0,0,,,Not Available,,"Castle Rock, CO","701 Prairie Hawk Dr, Castle Rock, CO 80109",Douglas County SD Re-1(1),,,0,A+,1
SCHOOLS PUBLIC DISTRICT RE 8,Schools-Public-Dist Re 8,1,single,1,CO,CO,25,1049000,0,0,,1,0,0,,Weld8.Org,(303) 857-7370,Andrew Moore (Manager),"Fort Lupton, CO","616 S Denver Ave, Fort Lupton, CO 80621",Schools-Public-Dist Re 8(1),,,0,A+,1
TONY S SCHOOL VAN,Tony 's School Van,1,single,1,FL,FL,25,1049000,0,0,2021,1,0,0,,,Not Available,Delgado H Gonzalez (Manager),"Lehigh Acres, FL","14 Aztec Lily Ln, Lehigh Acres, FL 33936",Tony 's School Van(1),,,0,A,1
BIBB COUNTY SCHOOL TRANSPORTATION,Bibb County School Trnsprtn,1,single,1,GA,GA,25,1049000,0,0,,1,0,0,,Bcsdk12.Net,(478) 779-2000,Anthony V Jackson (Director),"Macon, GA","4580 Cavalier Dr, Macon, GA 31220",Bibb County School Trnsprtn(1),,,0,A,1
RICHMOND COMMUNITY SCHOOL BUS,Richmond Community Sch Bus,1,single,1,IN,IN,25,1049000,0,0,2004,1,0,0,,Werrichmond.Edlioschool.Com,(765) 973-3449,Bill Thomas (Manager),"Richmond, IN","3175 N Salisbury Rd, Richmond, IN 47374",Richmond Community Sch Bus(1),,,0,A+,1
SOUTH SPENCER SCHOOL,South Spencer Co Sch Corp,1,single,1,IN,IN,25,1049000,0,0,,1,0,0,,Southspencerathletics.Com,(812) 649-4456,Shelly Meredith (Director),"Rockport, IN","2953 W County Road 150 N, Rockport, IN 47635",South Spencer Co Sch Corp(1),,,0,A+,1
ULTRA GUARD BUS,Ultra Guard Bus,1,single,1,IN,IN,25,1049000,0,0,,1,0,0,,,(574) 457-4152,,"Syracuse, IN","813 S Huntington St, Syracuse, IN 46567",Ultra Guard Bus(1),,,0,A+,1
NEWTON USD 373 TRANSPORTATION,Newton USD 373 Transportation,1,single,1,KS,KS,25,1049000,0,0,,1,0,0,,,(316) 284-6506,Sheila Zwahlen (Director),"Newton, KS","100 S Evans St, Newton, KS 67114",Newton USD 373 Transportation(1),,,0,A+,1
WINFIELD USD 465 TRANSPORTATION,Winfield USD 465 Trnsprtn,1,single,1,KS,KS,25,1049000,0,0,,1,0,0,,Usd465.Com,(620) 221-5145,,"Winfield, KS","407 Harter St, Winfield, KS 67156",Winfield USD 465 Trnsprtn(1),,,0,A+,1
SCHMITZ BUS LINE,Schmitz Bus Line,1,single,1,MN,MN,25,1049000,0,0,,1,0,0,,,(507) 725-2853,Tracy L Schmitz (CEO),"Caledonia, MN","312 N Sprague St, Caledonia, MN 55921",Schmitz Bus Line(1),,,0,A+,1
SCHOOL BUS W FLAMES PROJECTING,School Bus W/Flames Projecting,1,single,1,MN,MN,25,1049000,0,0,,1,0,0,,,Not Available,,"Forest Lake, MN","799 11th Ave SW # 205, Forest Lake, MN 55025",School Bus W/Flames Projecting(1),,,0,A+,1
Z TRANSPORTATION,Z Transportation,1,single,1,MN,MN,25,1049000,0,0,,1,0,0,,,(218) 346-4599,Kent Zizwo (President),"Perham, MN","PO Box 245, Perham, MN 56573",Z Transportation(1),,,0,A+,1
JACKSON COUNTY SM BUS INCBTR,Jackson County Sm Bus Incbtr,1,single,1,MS,MS,25,1049000,0,0,2004,1,0,0,,Jcsbi.Org,(228) 475-3341,,"Moss Point, MS","4836 Main St, Moss Point, MS 39563",Jackson County Sm Bus Incbtr(1),,,0,A+,1
AGRI SYSTEMS WHICH WILL DO BUS,Agri-Systems Which Will Do Bus,1,single,1,MT,MT,25,1049000,0,0,,1,0,0,,Agrisystems.Net,(406) 245-6231,Robert Hamlin (Owner),"Billings, MT","1300 Minnesota Ave, Billings, MT 59101",Agri-Systems Which Will Do Bus(1),,,0,A+,1
JAMESTOWN PUBLIC SCHOOL BUS SERVICE,Jamestown Public Sch Bus Svc,1,single,1,ND,ND,25,1049000,0,0,2024,1,0,0,,,(701) 952-5437,,"Jamestown, ND","1010 18th St SW, Jamestown, ND 58401",Jamestown Public Sch Bus Svc(1),,,0,A,1
FIRST STUDENT ACQUISITION,First Student Acquisition,1,single,1,NJ,NJ,25,1049000,0,0,,1,0,0,,,(609) 965-3102,,"Cologne, NJ","730 W White Horse Pike, Cologne, NJ 08213",First Student Acquisition(1),national-platform,,0,A+,0
AUTONOMOUS WHICH WILL DO,Autonomous Inc Which Will Do,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,,Not Available,,"New York, NY","319 W 106th St # B, New York, NY 10025",Autonomous Inc Which Will Do(1),,,0,A+,1
ESM SCHOOL BUS DRIVER,Esm School Bus Driver,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,Hartekampgroep.Nl,Not Available,,"Chittenango, NY","500 W Genesee St # 140, Chittenango, NY 13037",Esm School Bus Driver(1),,,0,A+,1
K K BUS NY,K & K Bus Ny INC,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,,Not Available,,"New York, NY","19 Pike St, New York, NY 10002",K & K Bus Ny INC(1),,,0,A+,1
NYC SCHOOL BUS UMBRELLA SERVICE,NYC School Bus Umbrella Svc,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,Nycsbus.Com,Not Available,,"New York, NY","1652 1st Ave, New York, NY 10028",NYC School Bus Umbrella Svc(1),,,0,A+,1
RATP DEV USA,Ratp Dev USA LLC,1,single,1,NY,NY,12,1049000,0,0,,1,0,0,,Ratpdev.Com,Not Available,,"New York, NY","757 3rd Ave # 20, New York, NY 10017",Ratp Dev USA LLC(1),,,0,A,1
SWEETLIME WHICH WILL DO,Sweetlime Inc Which Will Do,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,,Not Available,,"New York, NY","245 W 104th St # 7b, New York, NY 10025",Sweetlime Inc Which Will Do(1),,,0,A+,1
SYNERGY ASSOCIATES WHICH,Synergy Associates Inc Which,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,,(212) 260-8800,,"New York, NY","315 W 36th St # 2, New York, NY 10018",Synergy Associates Inc Which(1),,,0,A+,1
TATEH PRODUCTIONS WHICH,Tateh Productions Inc Which,1,single,1,NY,NY,25,1049000,0,0,,1,0,0,,,(212) 724-6305,,"New York, NY","535 W 110th St # 12c, New York, NY 10025",Tateh Productions Inc Which(1),,,0,A+,1
LIMA CITY SCHOOL DISTRICT TRANSPORTATION,Lima City Sch Dist Trnsprtn,1,single,1,OH,OH,25,1049000,0,0,2002,1,0,0,,,(419) 996-3454,Randy Crossley (Manager),"Lima, OH","600 E Wayne St, Lima, OH 45801",Lima City Sch Dist Trnsprtn(1),,,0,A+,1
TIPP CITY SCHOOLS BUS GARAGE,Tipp City Schools Bus Garage,1,single,1,OH,OH,25,1049000,0,0,,1,0,0,,,(937) 667-8115,,"Tipp City, OH","555 N Hyatt St, Tipp City, OH 45371",Tipp City Schools Bus Garage(1),,,0,A+,1
LEON COUNTY SCHOOL TRANSPORTATION DEPARTMENT,Leon County Sch Trnsprtn Dept,1,single,1,PA,PA,25,1049000,0,0,,1,0,0,,Ubagroup.Com,Not Available,,"Aston, PA","200 Racoosin Dr, Aston, PA 19014",Leon County Sch Trnsprtn Dept(1),,,0,A+,1
WATSON,Watson,1,single,1,PA,PA,25,1049000,0,0,1939,1,0,0,,Watson-Inc.Com,(724) 946-8555,Keri Mcgary (Manager),"New Wilmington, PA","3132 State Route 208, New Wilmington, PA 16142",Watson(1),,,0,A+,1
SHEYENNE TRANSPORT,Sheyenne Transport LLC,1,single,1,SD,SD,25,1049000,0,0,2015,1,0,0,,,(605) 345-2050,Kevin Duenwald (Owner),"Webster, SD","311 E Highway 12, Webster, SD 57274",Sheyenne Transport LLC(1),,,0,A+,1
LONE STAR COLLEGE TRANSPORTATION,Lone Star College Trnsprtn,1,single,1,TN,TN,25,1049000,0,0,,1,0,0,,Marc-Law.Com,Not Available,,"Columbia, TN","816 S Garden St, Columbia, TN 38401",Lone Star College Trnsprtn(1),,,0,A+,1
TEXARKANA ISD TRANSPORTATION,Texarkana Isd Transportation,1,single,1,TX,TX,25,1049000,0,0,1889,1,0,0,,Txkisd.Net,(903) 794-7191,Paul Norton (Administrator),"Texarkana, TX","1620 W 10th St, Texarkana, TX 75501",Texarkana Isd Transportation(1),,,0,A+,1
BRITTANY S TRANSIT SERVICE,Brittany's Transit Svc LLC,1,single,1,VA,VA,25,1049000,0,0,,1,0,0,,Brittanystransit.Com,Not Available,,"Louisa, VA","331 Cardinal Rd, Louisa, VA 23093",Brittany's Transit Svc LLC(1),,,0,A+,1
RAPPAHANNOCK COUNTY SCHOOL BUS,Rappahannock County Sch Bus,1,single,1,VA,VA,25,1049000,0,0,,1,0,0,,Rappahannockpantry.Org,Not Available,,"Sperryville, VA","6 Schoolhouse Rd, Sperryville, VA 22740",Rappahannock County Sch Bus(1),,,0,A+,1
ROBALI,Robali Inc,1,single,1,MD,MD,16,1048000,0,0,,0,1,0,,,(410) 439-9440,Robin Bagby (President),"Stoney Beach, MD","1358 Triwater Ct, Stoney Beach, MD 21226",Robali Inc(1),,,0,B+,1
COMMERCIAL APPEAL BUS DEPARTMENT,Commercial Appeal The Bus Dept,1,single,1,TN,TN,23,1048000,0,0,,1,0,0,,,(901) 529-2636,,,,Commercial Appeal The Bus Dept(1),,,0,A+,1
WESLEY WHEELS TRANSPORTATION,Wesley Wheels Transportation,1,single,1,IA,IA,18,1047000,0,0,1947,0,1,0,,Wesleylife.Org,(515) 271-6868,Brett Peterson (Director),"Des Moines, IA","944 18th St, Des Moines, IA 50314",Wesley Wheels Transportation(1),,,0,B+,1
COMMUNITY TRANSPORTATION NTWRK,Community Transportation Ntwrk,1,single,1,IN,IN,19,1047000,0,0,,0,1,0,,Ridectn.Org,(260) 420-3280,Michael Gerue (Vice President),"Fort Wayne, IN","5601 Industrial Rd, Fort Wayne, IN 46825",Community Transportation Ntwrk(1),,,0,B+,1
CORMIERS BUS SERVICE,Cormiers Bus Svc,1,single,1,ME,ME,29,1047000,0,0,,1,0,0,,Berkleysig.Com,Not Available,,"Corinth, ME","88 Larkin St, Corinth, ME 04427",Cormiers Bus Svc(1),,,0,A+,1
BYRON PUBLIC SCHOOL TRANSPORTATION,Byron Public School Trnsprtn,1,single,1,MN,MN,25,1047000,0,0,,1,0,0,,Bears.Byron.K12.Mn.Us,(507) 775-2423,Valerie Lindahl (Manager),"Byron, MN","801 Frontage Rd NW, Byron, MN 55920",Byron Public School Trnsprtn(1),,,0,A+,1
DELAWARE EXPRESS SHUTTLE,Delaware Express Shuttle,1,single,1,DE,DE,8,1046000,0,0,,0,0,1,,,(302) 565-4749,,,,Delaware Express Shuttle(1),,,0,B+,1
STARR BUS CHARTER TOURS,Starr Bus Charter & Tours,1,single,1,DE,DE,8,1046000,0,0,,0,0,1,,,Not Available,,"Claymont, DE","333 Naamans Rd, Claymont, DE 19703",Starr Bus Charter & Tours(1),,,0,B+,1
BETTY RUSSELL RELATIONSHIP CCH,Betty Russell Relationship CCH,1,single,1,IN,IN,12,1046000,0,0,,0,0,1,,,Not Available,Betty Russell (Owner),"Valparaiso, IN","1308 Carriage Dr, Valparaiso, IN 46383",Betty Russell Relationship CCH(1),,,0,A,1
D M TRANSPORTATION,D & M Transportation,1,single,1,MA,MA,16,1044000,0,0,2019,1,0,0,,,Not Available,Michelle Pierre-Vilmont (Manager),"Hyde Park, MA","713 River St, Hyde Park, MA 02136",D & M Transportation(1),,,0,A,1
TRI COUNTY AREA SCHLS TRANSPORTATION,Tri County Area SCHLS Trnsprtn,1,single,1,MI,MI,32,1044000,0,0,1949,1,0,0,,Tricountyschools.Com,(231) 937-4386,Shellee Porter (Manager),"Howard City, MI","424 Emory St, Howard City, MI 49329",Tri County Area SCHLS Trnsprtn(1),,,0,A,1
FARIBAULT TRANSPORTATION,Faribault Transportation Co,1,single,1,MN,MN,24,1043000,0,0,,1,0,0,,,(651) 437-9421,Garrett Reagan (Manager),"Hastings, MN","101 10th St E # 300, Hastings, MN 55033",Faribault Transportation Co(1),,,0,A+,1
METRO BUS SERVICE,Metro Bus Svc Inc,1,single,1,MN,MN,24,1043000,0,0,,1,0,0,,,Not Available,,"Hastings, MN","101 10th St E # Usa-300, Hastings, MN 55033",Metro Bus Svc Inc(1),,,0,A+,1
AERO TRANSPORTATION,Aero Transportation,1,single,1,RI,RI,12,1042000,0,0,1954,0,0,1,,,(401) 737-2868,Greg Manning (President),"Warwick, RI","2914 Post Rd # 1, Warwick, RI 02886",Aero Transportation(1),,,0,A,1
FESTUS R VI TRANSPORTATION,Festus R-Vi Transportation,1,single,1,MO,MO,32,1041000,0,0,,1,0,0,,Festus.K12.Mo.Us,(636) 937-5716,,"Festus, MO","11311 Pounds Rd, Festus, MO 63028",Festus R-Vi Transportation(1),,,0,A,1
CTC LOGISTICS ENTERPRISE,CTC Logistics & Enterprise LLC,1,single,1,OH,OH,14,1041000,0,0,2019,0,1,0,,Ctclogistics.Com,Not Available,Marcus A Carter (Manager),"Euclid, OH","905 E 260th St, Euclid, OH 44132",CTC Logistics & Enterprise LLC(1),,,0,B,1
CV USD TRANSPORTATION,Cv Usd Transportation,1,single,1,AZ,AZ,30,1040000,0,0,,1,0,0,,Chinovalleyschools.Com,Not Available,,"Chino Valley, AZ","650 E Center St, Chino Valley, AZ 86323",Cv Usd Transportation(1),,,0,A+,1
RICHMOND INTERAGENCY TRANSPORTATION,Richmond Interagency Trnsprtn,1,single,1,NC,NC,20,1040000,0,0,,0,1,0,,Richmondnc.Com,(910) 895-1313,Aaron Mcclain (Director),"Hamlet, NC","181 N Bridges St # C, Hamlet, NC 28345",Richmond Interagency Trnsprtn(1),,,0,A,1
B TRANSPORT ENTERPRISES,B C Transport Enterprises,1,single,1,NY,NY,26,1040000,0,0,,1,0,0,,,(718) 846-8631,,"Richmond Hill, NY","8732 114th St, Richmond Hill, NY 11418",B C Transport Enterprises(1),,,0,A,1
JAMAICA CENTER BUS IMPRVMT,Jamaica Center Bus Imprvmt Inc,1,single,1,NY,NY,26,1040000,0,0,,1,0,0,,Jamaicacenter.Org,Not Available,,"Jamaica, NY","9050 Parsons Blvd, Jamaica, NY 11432",Jamaica Center Bus Imprvmt Inc(1),,,0,A+,1
JOSEPH MUCCIO TRANSPORTATION,Joseph Muccio Trnsprtn LLC,1,single,1,PA,PA,30,1037000,0,0,,1,0,0,,,(814) 755-7775,Joseph Muccio (Owner),"Tionesta, PA","734 Route 36, Tionesta, PA 16353",Joseph Muccio Trnsprtn LLC(1),,,0,A+,1
SHENANDOAH VALLEY SCHOOL DISTRICT BUS,Shenandoah Valley Sch Dist Bus,1,single,1,PA,PA,12,1037000,0,0,,1,0,0,,Svbluedevils.Org,Not Available,,"Shenandoah, PA","932 W Arlington St, Shenandoah, PA 17976",Shenandoah Valley Sch Dist Bus(1),,,0,A,1
ADMINISTRATIVE BUS SOLUTIONS,Administrative Bus Solutions,1,single,1,WA,WA,28,1037000,0,0,,1,0,0,,Firstinvestors.Com,Not Available,,"Yakima, WA","1608 S 1st Ave, Yakima, WA 98902",Administrative Bus Solutions(1),,,0,A+,1
AKA SCHOOL TRANSPORTATION,Aka School Transportation LLC,1,single,1,NJ,NJ,15,1036000,0,0,,1,0,0,,,Not Available,,"Paterson, NJ","155 Union Ave, Paterson, NJ 07502",Aka School Transportation LLC(1),,,0,A,1
AVANTI SCHOOL BUS SERVICE,Avanti School Bus Svc Co,1,single,1,NJ,NJ,19,1036000,0,0,2019,1,0,0,,,Not Available,Thomas Simone (Manager),"Rutherford, NJ","201 Darwin Ave # B, Rutherford, NJ 07070",Avanti School Bus Svc Co(1),,,0,A,1
ST JUDE S TRANSPORTATION,St Jude's Transportation,1,single,1,NJ,NJ,19,1036000,0,0,,1,0,0,,,(201) 837-9431,Telham Warner (President),"Englewood, NJ","105 Orange St, Englewood, NJ 07631",St Jude's Transportation(1),,,0,A,1
OKEECHOBEE COUNTY SCHOOL TRANSPORTATION,Okeechobee County Sch Trnsprtn,1,single,1,FL,FL,29,1035000,0,0,,1,0,0,,Nordstrom.Com,Not Available,,"Okeechobee, FL","16000 NW 176th Ave, Okeechobee, FL 34972",Okeechobee County Sch Trnsprtn(1),,,0,A+,1
BRASHER FALLS CENTRAL BLDG,Brasher Falls Central Bldg,1,single,1,NY,NY,28,1035000,0,0,,1,0,0,,Bfcsd.Org,(315) 389-4957,Lisa Mitres (Finance Exec),"Brasher Falls, NY","1039 State Highway 11c, Brasher Falls, NY 13613",Brasher Falls Central Bldg(1),,,0,A+,1
WOOSTER CITY SCHLS TRANSPORTATION,Wooster City SCHLS Trnsprtn,1,single,1,OH,OH,30,1035000,0,0,,1,0,0,,Woostercityschools.Org,(330) 264-4060,Kurt Miller (Manager),"Wooster, OH","1494 Old Mansfield Rd, Wooster, OH 44691",Wooster City SCHLS Trnsprtn(1),,,0,A,1
LEON GEORGE II SCHOOL BUS,Leon George II School Buses,1,single,1,PA,PA,35,1035000,0,0,1989,1,0,1,,Lgschoolbuses.Com,(610) 826-7684,Leon George Ii (Owner),"Palmerton, PA","660 Delaware Ave, Palmerton, PA 18071",Leon George II School Buses(1),,,0,A+,1
N J SCHOOL BUS OWNERS ASSN,N J School Bus Owners Assn,1,single,1,NJ,NJ,9,1034000,0,0,,1,0,1,,,(908) 719-8730,,"Far Hills, NJ","28 Hurlingham Club Rd, Far Hills, NJ 07931",N J School Bus Owners Assn(1),,,0,A,1
S S SAILS CHARTER,S S Sails & Charter Inc,1,single,1,NJ,NJ,9,1034000,0,0,,0,0,1,,,(908) 755-5148,,"Watchung, NJ","80 Scott Dr, Watchung, NJ 07069",S S Sails & Charter Inc(1),,,0,A,1
VIA BUS,Via Bus,1,single,1,NJ,NJ,10,1034000,0,0,2013,0,0,1,,,(609) 567-7705,Glenn Davis (Owner),"Hammonton, NJ","19 Tilton St # C, Hammonton, NJ 08037",Via Bus(1),,,0,A,1
AMERA CARE TRANSPORT,Amera-Care Transport Inc,1,single,1,WI,WI,15,1034000,0,0,,0,1,0,,,(414) 482-3113,Joanne Rose Angelici (Owner),"Milwaukee, WI","355 E Rosedale Ave, Milwaukee, WI 53207",Amera-Care Transport Inc(1),,,0,B+,1
HOUR TRANSPORTATION,Hour Transportation,1,single,1,MI,MI,15,1032000,0,0,1996,0,1,0,,Hourtransportation.Com,(248) 569-7500,Ken Gilbert (Owner),"Southfield, MI","17368 W 12 Mile Rd # 100, Southfield, MI 48076",Hour Transportation(1),,,0,B+,1
ROYALSYSTEMS,Royalsystems Corp,1,single,1,MI,MI,17,1031000,0,0,2006,0,1,0,,,(586) 427-2800,Vince Akins (Owner),"Warren, MI","24562 Romano St, Warren, MI 48091",Royalsystems Corp(1),,,0,B+,1
S T PAPPAS VAN TRANSPORTATION,S T Pappas Van Transportation,1,single,1,NJ,NJ,11,1031000,0,0,,0,0,1,,,(973) 940-0010,Stephen Pappas (Manager),"Sparta, NJ","PO Box 1064, Sparta, NJ 07871",S T Pappas Van Transportation(1),,,0,A,1
PINA BUS LINES,Pina Bus Lines,1,single,1,MA,MA,12,1030000,0,0,2011,0,0,1,,,(508) 428-2062,David Pina (Owner),"Mashpee, MA","53 Bowdoin Rd, Mashpee, MA 02649",Pina Bus Lines(1),,,0,A,1
ST ANDREW SCHOOL BUS,St Andrew School Bus Inc,1,single,1,NJ,NJ,20,1030000,0,0,2018,1,0,0,,,Not Available,Nora Morkos (Manager),"East Brunswick, NJ","5 Palmer Ct, East Brunswick, NJ 08816",St Andrew School Bus Inc(1),,,0,A,1
COACHMAN LUXURY TRANSPORT,Coachman Luxury Transport,1,single,1,NY,NY,10,1030000,0,0,,0,0,1,,Coachmanluxury.Com,(516) 367-1500,Matthew Delaney (Owner),"Farmingdale, NY","1907 Broadhollow Rd, Farmingdale, NY 11735",Coachman Luxury Transport(1),,,0,A,1
WELLS WELLS EQUIPMENT,Wells & Wells Equipment,1,single,1,NY,NY,10,1030000,0,0,,0,0,1,,,(631) 643-2400,Andy Wells (Owner),"Wyandanch, NY","1500 Straight Path, Wyandanch, NY 11798",Wells & Wells Equipment(1),,,0,A,1
UTAH TRANSPORTATION MANAGEMENT,Utah Transportation Management,1,single,1,UT,UT,11,1030000,0,0,2004,0,0,1,,Saltlakeexpress.Com,(801) 746-2417,Walter Pera (Owner),"Holladay, UT","6337 S Highland Dr, Holladay, UT 84121",Utah Transportation Management(1),,,0,A,1
AAA CHARTER SERVICE,AAA Charter Svc,1,single,1,DC,DC,7,1029000,0,0,,0,0,1,,,(202) 561-8003,George Rainey (Owner),"Washington, DC","524 56th St NE, Washington, DC 20019",AAA Charter Svc(1),,,0,B+,1
UNIVERSAL BUS CHARTERS TOURS,Universal Bus Charters & Tours,1,single,1,DC,DC,7,1029000,0,0,,0,0,1,,Universalbuscharter.Com,(202) 558-4001,Micheal Foxworth (Owner),"Washington, DC","1629 K St NW # 300, Washington, DC 20006",Universal Bus Charters & Tours(1),,,0,B+,1
DAVID TOURS,David Tours,1,single,1,PA,PA,10,1029000,0,0,,0,0,1,,Davidthomastours.Com,(215) 677-8300,David Benedict (President),"Philadelphia, PA","14005 Mcnulty Rd, Philadelphia, PA 19154",David Tours(1),,,0,B+,1
FORT STOCKTON DISTRICT BUS BARN,Fort Stockton Dist Bus Barn,1,single,1,TX,TX,16,1029000,0,0,,1,0,0,,Historicfortstocktontx.Com,Not Available,,"Fort Stockton, TX","Pat Taylor Athletic Field 80, Fort Stockton, TX 79735",Fort Stockton Dist Bus Barn(1),,,0,A,1
SUNSHINE CITY BUS SOLUTIONS,Sunshine City Bus Solutions,1,single,1,FL,FL,24,1028000,0,0,,1,0,0,,,Not Available,,"Saint Petersburg, FL","541 40th Ave NE, Saint Petersburg, FL 33703",Sunshine City Bus Solutions(1),,,0,A,1
BN WOLF LINES,BN Wolf Lines Co,1,single,1,IL,IL,12,1028000,0,0,,0,1,0,,,(847) 838-2590,Marie Gibson (President),"Antioch, IL","248 W Depot St, Antioch, IL 60002",BN Wolf Lines Co(1),,,0,B+,1
NORTH CENTRAL TRANSPORTATION,North Central Transportation,1,single,1,MN,MN,15,1028000,0,0,2003,0,0,1,,Milaca.Net,(320) 982-2294,James Blonigan (CEO),"Milaca, MN","265 10th St NE, Milaca, MN 56353",North Central Transportation(1),,,0,A,1
SPENCERS BUS SERVICE,Spencers Bus Svc Inc,1,single,1,HI,HI,14,1027000,0,0,,1,0,0,,,(808) 553-5746,Jaty Spencer (Owner),"Kaunakakai, HI","405 Kamehameha V Hwy, Kaunakakai, HI 96748",Spencers Bus Svc Inc(1),,,0,A,1
TOBY TOURS,Toby Tours,1,single,1,KY,KY,15,1027000,0,0,,0,0,1,,,(502) 955-8680,Jeff Toby (Owner),"Louisville, KY","145 Carter Ave, Louisville, KY 40229",Toby Tours(1),,,0,A,1
COAST TO COAST CHARTER TOURS,Coast To Coast Charter & Tours,1,single,1,MI,MI,10,1027000,0,0,2017,0,0,1,,Coasttocoastcharter.Com,(248) 309-3163,Ronnie Sink (President),"Pontiac, MI","30 W Silverdome Ind Park, Pontiac, MI 48342",Coast To Coast Charter & Tours(1),,,0,B+,1
RIDEWITHRICKY MEDICAL TRANSPORTATION,Ridewithricky-Medical Trnsprtn,1,single,1,CA,CA,14,1026000,0,0,,0,1,0,,Ridewithricky.Com,(626) 888-9741,,"Pico Rivera, CA","9353 Telegraph Rd, Pico Rivera, CA 90660",Ridewithricky-Medical Trnsprtn(1),,,0,B+,1
ORLANDO BUS CHARTER,Orlando Bus Charter,1,single,1,FL,FL,10,1026000,0,0,,0,0,1,,,(407) 720-8050,,"Orlando, FL","7380 W Sand Lake Rd # 500, Orlando, FL 32819",Orlando Bus Charter(1),,,0,B+,1
COLDWATER COMMUNITY SCHOOL,Coldwater Community Sch,1,single,1,MI,MI,30,1026000,0,0,1832,1,0,0,,Coldwaterschools.Org,(517) 279-5950,Holli Muckel (Manager),"Coldwater, MI","180 Green St, Coldwater, MI 49036",Coldwater Community Sch(1),,,0,A,1
JARNIK BUS,Jarnik Buses,1,single,1,MO,MO,14,1026000,0,0,,0,0,1,,Jarnikbusesinc.Com,(816) 449-5011,Keith Jestes (Manager),"Maysville, MO","311 N Water St, Maysville, MO 64469",Jarnik Buses(1),,,0,A,1
BIG GREY BUS,Big Grey Bus LLC,1,single,1,CO,CO,22,1025000,0,0,,1,0,0,,,Not Available,,"Denver, CO","650 S Cherry St # 1200, Denver, CO 80246",Big Grey Bus LLC(1),,,0,A+,1
ROCKIN CLEVELAND PARTY BUS,Rockin' Cleveland Party Bus,1,single,1,OH,OH,14,1025000,0,0,,0,0,1,,Rockincleveland.Com,(216) 227-7433,Chris Kittinger (Owner),"Medina, OH","1486 Medina Rd # 211, Medina, OH 44256",Rockin' Cleveland Party Bus(1),,,0,A,1
