rank,score,canonical_name,primary_state,hq,size_tier,locations,employees,revenue_est,year_established,school,special_needs,website,phone,lead_exec,credit_score,data_confidence,rationale,sample_address,_sf,_su,_ql,_ind,_rel
1,98.5,Northstar Bus Lines LLC,MN,"Maple Grove, MN",single,1,200,10161000,1962,1,0,Northstarbuslines.Com,(763) 425-2542,Matt Regan (Owner),A+,1.0,200 emp; $10.2M rev; est 1962 (64y); single; web+phone; school,"11800 95th Ave N, Maple Grove, MN 55369",100,100,100,100,90
2238,74.2,Worcester Red Cab,MA,"Worcester, MA",single,1,13,829000,2010,0,1,,(508) 792-9999,Flavio Pillco (Owner),B+,0.75,13 emp; $0.8M rev; est 2010 (16y); single; phone; special-needs,"180 Prescott St, Worcester, MA 01605",80,60,60,100,75
2239,74.2,H & M Rogers Transportation,AZ,"Prescott Valley, AZ",single,1,15,779000,2004,0,1,,(928) 776-0772,Henry Rogers (Owner),B+,0.75,15 emp; $0.8M rev; est 2004 (22y); single; phone; special-needs,"8170 E Ashley Dr, Prescott Valley, AZ 86314",80,60,60,100,75
2240,74.2,American Medical Transprtn,TN,"Memphis, TN",single,1,11,759000,2006,0,1,,(901) 371-0590,Donna Roach (Owner),B+,0.75,11 emp; $0.8M rev; est 2006 (20y); single; phone; special-needs,"3026 Scheibler Rd, Memphis, TN 38128",80,60,60,100,75
2241,74.2,Exceptionalities Inc,IL,"Chicago, IL",single,1,10,755000,2003,0,1,,(773) 233-9900,,B+,0.75,10 emp; $0.8M rev; est 2003 (23y); single; phone; special-needs,"1507 E 53rd St # 1 Pmb 283, Chicago, IL 60615",80,60,60,100,75
2242,74.2,Nursing Services Of Palm Beach,FL,"Greenacres, FL",single,1,10,679000,2007,0,1,,(561) 688-1823,Eleonor J Rodrigues (Administrator),B+,0.75,10 emp; $0.7M rev; est 2007 (19y); single; phone; special-needs,"6800 Forest Hill Blvd, Greenacres, FL 33413",80,60,60,100,75
2243,74.2,Dean Management Svc Inc,MI,"Grand Rapids, MI",single,1,10,589000,2004,0,1,,(616) 682-9075,Janice Roorda (Manager),B,0.75,10 emp; $0.6M rev; est 2004 (22y); single; phone; special-needs,"6001 Hall St SE, Grand Rapids, MI 49546",80,60,60,100,75
2244,74.0,LA Services LLC,NM,"Carlsbad, NM",single,1,5,1343000,2012,1,0,Laservicesllc.Com,(575) 725-5090,Lee Austin (Other),A,1.0,5 emp; $1.3M rev; est 2012 (14y); single; web+phone; school,"4210 National Parks Hwy, Carlsbad, NM 88220",75,40,75,100,90
2245,74.0,Baumann Bus Co Inc,NY,"Oceanside, NY",single,1,400,19545000,2013,1,0,,(516) 766-6107,Ron Baumann (Owner),A,0.75,400 emp; $19.5M rev; est 2013 (13y); single; phone; school,"107 Lawson Blvd, Oceanside, NY 11572",85,40,60,100,90
2246,73.8,We Care Transportation,NY,,small(2-5),4,313,21798000,2022,0,1,Wecaretrans.Com,(716) 898-7900,Betty Harper (Other),A+,1.0,313 emp; $21.8M rev; est 2022 (4y); small(2-5); web+phone; special-needs,,85,25,100,80,75
2247,73.8,A Plus Meditrans,NY,"Colonie, NY",single,1,5,1650000,,0,1,Rejha.Com,(518) 433-7433,Eugene Reyes (Manager),B,0.75,5 emp; $1.6M rev; year n/a; single; web+phone; special-needs,"23 Railroad Ave, Colonie, NY 12205",75,50,75,100,75
2248,73.8,Royal Silver Wheelchair,FL,"Plant City, FL",single,1,3,1585000,,0,1,Royalsilverwheelchairtransportation.Com,(813) 836-1781,Ana Watters (Manager),B,0.75,3 emp; $1.6M rev; year n/a; single; web+phone; special-needs,"3320 Steinbeck Pl, Plant City, FL 33566",75,50,75,100,75
2249,73.8,LED Inc,OH,"Canton, OH",single,1,7,1188000,,0,1,Ledtransportation.Com,(330) 575-1927,Gregg Elliott (Owner),B,0.75,7 emp; $1.2M rev; year n/a; single; web+phone; special-needs,"3321 Bruening Ave SW, Canton, OH 44706",75,50,75,100,75
2250,73.5,Everdriven,CO,,single,1,6,0,2000,1,0,Everdriven.Com,(877) 225-7750,Dean Holland (Board Member),A+,0.75,6 emp; rev n/a; est 2000 (26y); single; web+phone; school,,50,85,65,100,90
2251,73.5,New York School-Court Report,NY,"White Plains, NY",single,1,7,0,1991,1,0,Scribr.Io,(914) 686-3341,Stuart Auslander (Administrator),I,0.75,7 emp; rev n/a; est 1991 (35y); single; web+phone; school,"34 S Broadway # 508, White Plains, NY 10601",50,85,65,100,90
2252,73.2,Merit Medi Trans,CA,"Yuba City, CA",single,1,4,246000,1980,0,1,Meritmeditrans.Com,(530) 872-2222,,B,1.0,4 emp; $0.2M rev; est 1980 (46y); single; web+phone; special-needs,"1190 Market St, Yuba City, CA 95991",40,100,75,100,75
2253,73.2,Audiobooks Ministries,WA,"Normandy Park, WA",single,1,3,240000,1980,0,1,Audiobookministries.Org,(206) 243-7377,Laurie Van Der Roest (Exec Director),B,1.0,3 emp; $0.2M rev; est 1980 (46y); single; web+phone; special-needs,"109 SW Normandy Rd, Normandy Park, WA 98166",40,100,75,100,75
2254,73.2,Budget Handicap Vans LLC,FL,"West Melbourne, FL",single,1,4,232000,1940,0,1,Blvd.Com,(615) 674-3404,Aleksandr Fedorov (Director),B,1.0,4 emp; $0.2M rev; est 1940 (86y); single; web+phone; special-needs,"7617 Ellis Rd # 104, West Melbourne, FL 32904",40,100,75,100,75
2255,73.2,Chicago Disability Transit LLC,IL,"Chicago, IL",single,1,3,227000,1969,0,1,Chicagodisabilitytransit.Com,(312) 335-1244,Karen Zaur (Manager),B,1.0,3 emp; $0.2M rev; est 1969 (57y); single; web+phone; special-needs,"3240 N Lake Shore Dr # 3d, Chicago, IL 60657",40,100,75,100,75
2256,73.2,A & J Mobility,WI,"De Pere, WI",single,1,3,198000,1975,0,1,Aandjmobility.Com,(920) 632-4882,Russ Grunert (Manager),B,1.0,3 emp; $0.2M rev; est 1975 (51y); single; web+phone; special-needs,"1330 Mid Valley Dr, De Pere, WI 54115",40,100,75,100,75
2257,73.2,At Your Svc Transportation,GA,"Lawrenceville, GA",small(2-5),2,26,2672000,2014,0,1,,(404) 444-5665,Kenneth Gober (Owner),C+,0.75,26 emp; $2.7M rev; est 2014 (12y); small(2-5); phone; special-needs,"703 Prada Ct, Lawrenceville, GA 30043",100,40,60,80,75
2258,73.2,Gentle Arms Daily Trnsprtn,MA,"Chelmsford, MA",single,1,28,2232000,2022,0,1,,(978) 258-0917,,B+,0.75,28 emp; $2.2M rev; est 2022 (4y); single; phone; special-needs,"21 Central Sq # 1, Chelmsford, MA 01824",100,25,60,100,75
2259,73.0,Door To Door Transportation,IL,"Chicago, IL",small(2-5),2,15,966000,,1,1,,(773) 268-1200,Eugene Allen (Manager),B+,0.5,15 emp; $1.0M rev; year n/a; small(2-5); phone; school+special,"5001 S Racine Ave, Chicago, IL 60609",80,50,60,80,100
2260,72.5,B & B Busing-Just For Kids,KS,"Junction City, KS",single,1,5,175000,1988,1,0,Bnbbusing.Com,(785) 238-8555,Bryan Bennett (Owner),A,1.0,5 emp; $0.2M rev; est 1988 (38y); single; web+phone; school,"2722 Gateway Ct, Junction City, KS 66441",40,85,75,100,90
2261,72.5,International Bus Initiative,VA,"Arlington, VA",single,1,4,168000,1996,1,0,Ibi-Usa.Com,(703) 525-2277,Lucie Phillips (Owner),B+,1.0,4 emp; $0.2M rev; est 1996 (30y); single; web+phone; school,"3101 Wilson Blvd # 300, Arlington, VA 22201",40,85,75,100,90
2262,72.5,Johnson City Transportation,NY,"Johnson City, NY",single,1,4,159000,1989,1,0,Jcschools.Com,(607) 930-1017,Lou Castelucci (Manager),B+,1.0,4 emp; $0.2M rev; est 1989 (37y); single; web+phone; school,"144 E Maine Rd, Johnson City, NY 13790",40,85,75,100,90
2263,72.5,Hult International Business,FL,"Miami, FL",single,1,3,134000,1996,1,0,Hult.Edu,(305) 648-9746,,B+,1.0,3 emp; $0.1M rev; est 1996 (30y); single; web+phone; school,"55 SE 6th St # 205, Miami, FL 33131",40,85,75,100,90
2264,72.5,Jacoby,PA,"Gettysburg, PA",single,1,3,103000,1998,1,0,Jacobytransportation.Com,(717) 677-7733,,B+,1.0,3 emp; $0.1M rev; est 1998 (28y); single; web+phone; school,"2350 Biglerville Rd, Gettysburg, PA 17325",40,85,75,100,90
2265,72.5,Student Transportation Of NH,NH,"Weare, NH",small(2-5),2,56,2369000,2019,1,0,,(603) 529-4745,Kate Rhodenizer (Manager),B+,0.75,56 emp; $2.4M rev; est 2019 (7y); small(2-5); phone; school,"56 Carding Mill Rd, Weare, NH 03281",100,25,60,80,90
2266,72.5,Traveling School Bus Intl Inc,CA,"Lake Forest, CA",small(2-5),2,39,1955000,2019,1,0,,Not Available,Amy Wickstrom (Manager),A+,0.75,39 emp; $2.0M rev; est 2019 (7y); small(2-5); phone; school,"22792 Centre Dr # 250, Lake Forest, CA 92630",100,25,60,80,90
2267,72.5,All American School Bus Co,NY,"Staten Island, NY",small(2-5),2,26,1656000,2019,1,0,,(718) 442-7817,Ray L Fouche (CEO),B+,0.75,26 emp; $1.7M rev; est 2019 (7y); small(2-5); phone; school,"2265 Richmond Ter, Staten Island, NY 10302",100,25,60,80,90
2268,72.5,B & M Bus Charter Inc,NY,"Brooklyn, NY",small(2-5),2,19,1466000,2023,1,0,,Not Available,,A,0.75,19 emp; $1.5M rev; est 2023 (3y); small(2-5); phone; school,"368 60th St, Brooklyn, NY 11220",100,25,60,80,90
2269,72.5,Northern Express Bus Svc,WI,"Berlin, WI",small(2-5),2,39,1284000,2020,1,0,,(920) 361-2877,Jeff Walker (Owner),A+,0.75,39 emp; $1.3M rev; est 2020 (6y); small(2-5); phone; school,"167 Power Dr, Berlin, WI 54923",100,25,60,80,90
2270,72.5,V & G Transportation,NJ,"Paterson, NJ",single,1,20,942000,2018,1,0,,(862) 262-5880,Alicia Gonzalez (Owner),A,0.75,20 emp; $0.9M rev; est 2018 (8y); single; phone; school,"284 17th Ave, Paterson, NJ 07504",80,40,60,100,90
2271,72.5,Michelle Davis Sch Bus,OR,"Portland, OR",single,1,20,938000,2017,1,0,,Not Available,Michelle Davis (Owner),A,0.75,20 emp; $0.9M rev; est 2017 (9y); single; phone; school,"4343 SW Primrose St, Portland, OR 97219",80,40,60,100,90
2272,72.5,A1 Elegant Sch Trans Logistic,NJ,"Saddle Brook, NJ",single,1,17,927000,2016,1,0,,Not Available,Ajaykumar Shah (Owner),A,0.75,17 emp; $0.9M rev; est 2016 (10y); single; phone; school,"250 Pehle Ave # 91-200, Saddle Brook, NJ 07663",80,40,60,100,90
2273,72.5,A & M School Transport Inc,NJ,"Passaic, NJ",single,1,19,895000,2018,1,0,,Not Available,Amy M Rivas (Manager),A,0.75,19 emp; $0.9M rev; est 2018 (8y); single; phone; school,"50 Kensington Ter, Passaic, NJ 07055",80,40,60,100,90
2274,72.5,United School Bus Inc Mansoor,NJ,"Montville, NJ",single,1,16,892000,2015,1,0,,(973) 244-4425,,A,0.75,16 emp; $0.9M rev; est 2015 (11y); single; phone; school,"170 Changebridge Rd, Montville, NJ 07045",80,40,60,100,90
2275,72.5,Sterling School Bus Inc,NJ,"Piscataway, NJ",single,1,17,876000,2017,1,0,,Not Available,Hamdoun Ibrahim (Manager),A,0.75,17 emp; $0.9M rev; est 2017 (9y); single; phone; school,"2 Lakeview Ave # 300, Piscataway, NJ 08854",80,40,60,100,90
2276,72.5,J B Big Bus,MI,"Ypsilanti, MI",single,1,19,856000,2017,1,0,,Not Available,James Bennett (Manager),B+,0.75,19 emp; $0.9M rev; est 2017 (9y); single; phone; school,"1489 Desoto Ave, Ypsilanti, MI 48198",80,40,60,100,90
2277,72.5,School Bus Svc Of Ma,FL,"Palmetto, FL",single,1,20,839000,2018,1,0,,(941) 981-5379,,A,0.75,20 emp; $0.8M rev; est 2018 (8y); single; phone; school,"3005 21st Street Ct E, Palmetto, FL 34221",80,40,60,100,90
2278,72.5,School Bus Svc-Manatee County,FL,"Palmetto, FL",single,1,20,839000,2018,1,0,,Not Available,Corie M Holmes (Manager),A,0.75,20 emp; $0.8M rev; est 2018 (8y); single; phone; school,"6109 64th Dr E, Palmetto, FL 34221",80,40,60,100,90
2279,72.5,Bus Patrol America LLC,DE,"Newark, DE",single,1,13,793000,2017,1,0,,Not Available,,A,0.75,13 emp; $0.8M rev; est 2017 (9y); single; phone; school,"2915 Ogletown Rd, Newark, DE 19713",80,40,60,100,90
2280,72.5,School Bus Manager Inc,FL,"Port Orange, FL",single,1,18,701000,2017,1,0,,Not Available,Max Kusner (Vice President),A,0.75,18 emp; $0.7M rev; est 2017 (9y); single; phone; school,"6354 Paria Ct, Port Orange, FL 32128",80,40,60,100,90
2281,72.5,N Y C Dept Of Finc Bus Inc,NY,"Kingston, NY",single,1,18,653000,2017,1,0,,Not Available,Erica Huck (Manager),A,0.75,18 emp; $0.7M rev; est 2017 (9y); single; phone; school,"181 Elmendorf St, Kingston, NY 12401",80,40,60,100,90
2282,72.5,A M C School Bus Trnsprtn Inc,MA,"Lynn, MA",single,1,13,559000,2017,1,0,,Not Available,Cathy Mccarthy (President),B+,0.75,13 emp; $0.6M rev; est 2017 (9y); single; phone; school,"896 Western Ave, Lynn, MA 01905",80,40,60,100,90
2283,72.5,Student First Trnsprtn Inc,MN,"Saint Paul, MN",single,1,12,535000,2018,1,0,,Not Available,Mohamud M Aden (Manager),A,0.75,12 emp; $0.5M rev; est 2018 (8y); single; phone; school,"911 Minnehaha Ave W # 206, Saint Paul, MN 55104",80,40,60,100,90
2284,72.5,Coastal Transportation,NJ,"East Brunswick, NJ",single,1,10,515000,2018,1,0,,Not Available,Mohamed M Elmaki (Owner),B+,0.75,10 emp; $0.5M rev; est 2018 (8y); single; phone; school,"39 Morgan Pl, East Brunswick, NJ 08816",80,40,60,100,90
2285,72.5,Amethyst School Bus Svc,CA,"San Fernando, CA",single,1,10,502000,2018,1,0,,Not Available,,B+,0.75,10 emp; $0.5M rev; est 2018 (8y); single; phone; school,"12906 Del Sur St, San Fernando, CA 91340",80,40,60,100,90
2286,72.5,K I K School Bus Svc Corp,FL,"Miramar, FL",single,1,11,501000,2017,1,0,,Not Available,Rosa L Quiroz (Owner),B+,0.75,11 emp; $0.5M rev; est 2017 (9y); single; phone; school,"18101 Pines Blvd # 300, Miramar, FL 33027",80,40,60,100,90
2287,72.5,Transpose LLC,OR,"Beaverton, OR",single,1,10,494000,2015,1,0,,Not Available,Gary Fisher (Owner),A,0.75,10 emp; $0.5M rev; est 2015 (11y); single; phone; school,"11825 SW Bruce Dr, Beaverton, OR 97008",80,40,60,100,90
2288,72.5,Trampolin School Trnsprtn LLC,FL,"Orlando, FL",single,1,11,462000,2017,1,0,,Not Available,De R Avelino (Owner),B+,0.75,11 emp; $0.5M rev; est 2017 (9y); single; phone; school,"Grand Blvd # 708, Orlando, FL 32805",80,40,60,100,90
2289,72.5,Independent International Bus,OK,"Broken Arrow, OK",single,1,10,442000,2016,1,0,,Not Available,Vijayalaksh Chidurala (Owner),B+,0.75,10 emp; $0.4M rev; est 2016 (10y); single; phone; school,"1212 N Yellowood Ave, Broken Arrow, OK 74012",80,40,60,100,90
2290,72.2,Gallant Limousine,OH,"Aurora, OH",single,1,17,994000,,0,1,,(216) 924-7430,,B+,0.5,17 emp; $1.0M rev; year n/a; single; phone; special-needs,"19111 Brookfield Rd, Aurora, OH 44202",80,50,60,100,75
2291,72.2,Affordable Fantasy Limousine,MD,"Joppa, MD",single,1,17,984000,,0,1,,(410) 893-1032,Dennis Mcdaniels (Owner),B+,0.5,17 emp; $1.0M rev; year n/a; single; phone; special-needs,"602 Twin Brook Ln, Joppa, MD 21085",80,50,60,100,75
2292,72.2,Beaver Medical,OR,"Corvallis, OR",single,1,15,959000,,0,1,,(541) 230-0766,David Nikkleson (Owner),B+,0.5,15 emp; $1.0M rev; year n/a; single; phone; special-needs,"PO Box 2810, Corvallis, OR 97339",80,50,60,100,75
2293,72.2,Disabled Medical Trnsprtn Svc,CA,"Palm Desert, CA",single,1,15,948000,,0,1,,(760) 360-2068,Edwin Bookatz (Owner),B+,0.5,15 emp; $0.9M rev; year n/a; single; phone; special-needs,"44489 Town Center Way # D, Palm Desert, CA 92260",80,50,60,100,75
2294,72.2,Ride4health LLC,PA,"Pittsburgh, PA",single,1,12,946000,,0,1,,Not Available,,B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"1536 Saw Mill Run Blvd, Pittsburgh, PA 15210",80,50,60,100,75
2295,72.2,Limo Scene Inc,MD,"Owings, MD",single,1,15,939000,,0,1,,(301) 855-0000,,B+,0.5,15 emp; $0.9M rev; year n/a; single; phone; special-needs,"8807 Lafayette Dr, Owings, MD 20736",80,50,60,100,75
2296,72.2,Meda Care Van,WI,"Pewaukee, WI",single,1,15,935000,,0,1,,(262) 650-1000,Alyce Katzner-Wildt (Manager),B+,0.5,15 emp; $0.9M rev; year n/a; single; phone; special-needs,"N15w24817 Bluemound Rd, Pewaukee, WI 53072",80,50,60,100,75
2297,72.2,Genesis Non Emergency,CA,"Bakersfield, CA",single,1,12,931000,,0,1,,(661) 535-4103,William Pocasangre (Manager),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"8710 Hoodsport Ave, Bakersfield, CA 93312",80,50,60,100,75
2298,72.2,World Class Limousine,CA,"Concord, CA",single,1,12,926000,,0,1,,(925) 706-9512,Israel Medina (Partner),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"PO Box 274024, Concord, CA 94527",80,50,60,100,75
2299,72.2,Quantum Care Solutions Inc,KY,"Louisville, KY",single,1,13,919000,,0,1,,Not Available,,B+,0.5,13 emp; $0.9M rev; year n/a; single; phone; special-needs,"10488 Bluegrass Pkwy, Louisville, KY 40299",80,50,60,100,75
2300,72.2,It'z A Breezzz Trnsprtn LLC,CA,"Elk Grove, CA",single,1,13,912000,,0,1,,(916) 280-1045,,B+,0.5,13 emp; $0.9M rev; year n/a; single; phone; special-needs,"9409 Silver Bridle Way, Elk Grove, CA 95758",80,50,60,100,75
2301,72.2,AM PM Cares Inc,GA,"Jonesboro, GA",single,1,13,912000,,0,1,,Not Available,,B+,0.5,13 emp; $0.9M rev; year n/a; single; phone; special-needs,"1540 Kon Tiki Ln, Jonesboro, GA 30236",80,50,60,100,75
2302,72.2,Critical Transport Svc Inc,IL,"Brookfield, IL",single,1,12,906000,,0,1,,(708) 485-7970,Candice E Turty (Owner),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"8940 Ogden Ave, Brookfield, IL 60513",80,50,60,100,75
2303,72.2,D'Vine Inc,IL,"Evanston, IL",single,1,12,906000,,0,1,,(847) 568-0787,Sheryl Phillips (Owner),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"9210 Bennett Ave, Evanston, IL 60203",80,50,60,100,75
2304,72.2,Johns Transportation,IL,"Chicago, IL",single,1,12,906000,,0,1,,(312) 320-4597,John Psarros (Owner),B,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"2231 N Maplewood Ave, Chicago, IL 60647",80,50,60,100,75
2305,72.2,Providence Transportation,IL,"Streamwood, IL",single,1,12,906000,,0,1,,(630) 289-2008,Frances Savage (Owner),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"137 Sangra Ct, Streamwood, IL 60107",80,50,60,100,75
2306,72.2,Anf Transportation LLC,PA,"Philadelphia, PA",single,1,11,906000,,0,1,,Not Available,,B+,0.5,11 emp; $0.9M rev; year n/a; single; phone; special-needs,"723 Charette Rd, Philadelphia, PA 19115",80,50,60,100,75
2307,72.2,American Limousine Co,AZ,"Phoenix, AZ",single,1,12,903000,,0,1,,(602) 971-8765,Steve Von Lutzow (President),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"PO Box 45479, Phoenix, AZ 85064",80,50,60,100,75
2308,72.2,D & R Luxury Transport Svc,AZ,"Phoenix, AZ",single,1,12,903000,,0,1,,(602) 604-0543,Dyanna Yates (CEO),B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,"PO Box 51121, Phoenix, AZ 85076",80,50,60,100,75
2309,72.2,Med Link Transportation Inc,AZ,,single,1,12,903000,,0,1,,(623) 877-7433,,B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,,80,50,60,100,75
2310,72.2,Superior Ride LLC,AZ,,single,1,12,903000,,0,1,,(623) 398-7280,,B+,0.5,12 emp; $0.9M rev; year n/a; single; phone; special-needs,,80,50,60,100,75
2311,72.2,Excel Transport LLC,TX,"San Antonio, TX",single,1,11,903000,,0,1,,Not Available,,B+,0.5,11 emp; $0.9M rev; year n/a; single; phone; special-needs,"1635 Columbia Sq, San Antonio, TX 78227",80,50,60,100,75
2312,72.2,Nostalgia Limo,MD,"Gwynn Oak, MD",single,1,14,896000,,0,1,,(410) 944-5232,Peter Zillner (Owner),B+,0.5,14 emp; $0.9M rev; year n/a; single; phone; special-needs,"3 Russell Ct, Gwynn Oak, MD 21207",80,50,60,100,75
2313,72.2,Top Notch Logistics Mgmt LLC,MO,"Saint Louis, MO",single,1,13,854000,,0,1,,Not Available,,B+,0.5,13 emp; $0.9M rev; year n/a; single; phone; special-needs,"432 Shirley Ave, Saint Louis, MO 63135",80,50,60,100,75
2314,72.2,Woodland Wheelchair Svc Inc,WA,"Woodland, WA",single,1,15,850000,,0,1,,(360) 281-5575,Carolyn Trice (Owner),B+,0.5,15 emp; $0.8M rev; year n/a; single; phone; special-needs,"PO Box 2045, Woodland, WA 98674",80,50,60,100,75
2315,72.2,Top Notch Limo Svc,CA,"Pinole, CA",single,1,11,849000,,0,1,,(510) 724-0885,Thomas Gozzano (Principal),B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"PO Box 681, Pinole, CA 94564",80,50,60,100,75
2316,72.2,Care Avan,MN,"Fergus Falls, MN",single,1,16,845000,,0,1,,(218) 998-3520,Vevona Keller (Manager),B+,0.5,16 emp; $0.8M rev; year n/a; single; phone; special-needs,"2010 State Highway 210 E # 4, Fergus Falls, MN 56537",80,50,60,100,75
2317,72.2,Mainstream Transportation,IN,"Jeffersonville, IN",single,1,14,844000,,0,1,,(812) 288-1135,William Curry (Owner),B+,0.5,14 emp; $0.8M rev; year n/a; single; phone; special-needs,"4609 Viola Dr, Jeffersonville, IN 47130",80,50,60,100,75
2318,72.2,Seacoast Chair Car Svc LLC,NH,"Hampton, NH",single,1,14,842000,,0,1,,(603) 926-5801,Stephen Macinnes (Owner),B+,0.5,14 emp; $0.8M rev; year n/a; single; phone; special-needs,"467 Lafayette Rd, Hampton, NH 03842",80,50,60,100,75
2319,72.2,Cities Best Transportation,MN,"Crystal, MN",single,1,10,839000,,0,1,,(763) 535-0760,Timothy J Herlofsky (CEO),B+,0.5,10 emp; $0.8M rev; year n/a; single; phone; special-needs,"6411 Lombardy Ln, Crystal, MN 55428",80,50,60,100,75
2320,72.2,Real Time Transport Corp,TX,"Irving, TX",single,1,10,836000,,0,1,,(469) 524-3302,Kamal Alkak (Manager),B+,0.5,10 emp; $0.8M rev; year n/a; single; phone; special-needs,"2206 Century Center Blvd, Irving, TX 75062",80,50,60,100,75
2321,72.2,Luv & Lux Enterprises LLC,IL,"Chicago, IL",single,1,11,831000,,0,1,,Not Available,,B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"921 W 33rd Pl # 1f, Chicago, IL 60608",80,50,60,100,75
2322,72.2,A A A Med Ex,AZ,,single,1,11,828000,,0,1,,(602) 638-2272,,B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,,80,50,60,100,75
2323,72.2,All American Sedan & Limousi,AZ,"Peoria, AZ",single,1,11,828000,,0,1,,(623) 334-4567,Stephen R Anderson (Other),B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"7625 W Surrey Ave, Peoria, AZ 85381",80,50,60,100,75
2324,72.2,Arizona Connection Limousine,AZ,"Tempe, AZ",single,1,11,828000,,0,1,,(480) 491-6666,Fred Ge (CEO),B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"1841 E Hermosa Dr, Tempe, AZ 85282",80,50,60,100,75
2325,72.2,Tap Transportation Inc,AZ,"Chandler, AZ",single,1,11,828000,,0,1,,(480) 802-2511,Robin Bagby (President),B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"1981 E Westchester Dr, Chandler, AZ 85249",80,50,60,100,75
2326,72.2,M Evola,NY,"Albany, NY",single,1,10,825000,,0,1,,(518) 465-1786,Michael Evola (Owner),B+,0.5,10 emp; $0.8M rev; year n/a; single; phone; special-needs,"104 Sand Pine Ln, Albany, NY 12203",80,50,60,100,75
2327,72.2,3rd Planet LLC,CA,"Pleasanton, CA",single,1,11,824000,,0,1,,Not Available,,B+,0.5,11 emp; $0.8M rev; year n/a; single; phone; special-needs,"4152 School St # E, Pleasanton, CA 94566",80,50,60,100,75
2328,72.2,Tejeddine Direct Care Svc LLC,PA,"Philadelphia, PA",single,1,10,824000,,0,1,,Not Available,,B+,0.5,10 emp; $0.8M rev; year n/a; single; phone; special-needs,"8715 Autumn Rd, Philadelphia, PA 19115",80,50,60,100,75
