a_rank_overlay,bench_rank_overlay,track,company,state,hq,w4_composite,overlay_pts_sum,overlay_composite,data_confidence,sub_sector_derived,scale_tier_derived,fleet_buses,drivers,founded,fmcsa_source,usdot,_sf,_su,_geo,_ind,_oh,_rel,composite,a_rank,bench_rank,valuation_attractiveness_pts,valuation_attractiveness_cite,valuation_attractiveness_flag,size_margin_signal_pts,size_margin_signal_cite,size_margin_signal_flag,succession_pts,succession_cite,succession_flag,driver_market_risk_pts,driver_market_risk_cite,driver_market_risk_flag,outsourcing_ev_mandate_pts,outsourcing_ev_mandate_cite,outsourcing_ev_mandate_flag,contract_renewal_timing_pts,contract_renewal_timing_cite,contract_renewal_timing_flag,ut_expansion_bonus_pts,ut_expansion_bonus_cite,ut_expansion_bonus_flag,iv_fleet_used,iv_fleet_source,iv_rev_low,iv_rev_point,iv_rev_high,iv_ebitda_low,iv_ebitda_point,iv_ebitda_high,iv_ev_mult_entry_low,iv_ev_mult_entry_point,iv_ev_mult_entry_high,iv_ev_perbus_low,iv_ev_perbus_point,iv_ev_perbus_high,iv_ev_entry_consensus_low,iv_ev_entry_consensus_high,iv_ev_build_8x_point,iv_value_creation_spread_point,iv_flag,iv_citation,da_revenue_est,da_employees,web_employees_est,da_size_tier,web_ownership_type,web_owner_or_parent,web_succession_signal,web_service_types,web_districts_or_customers,web_website
,1344,BENCH,Apple Handy Ride,MI,"Warren, MI",57.0,0.0,57.0,0.6,S,<50,1,1,2024,census(medium),4235797,40,25,70,60,100,75,57.0,,1238,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2024 (business age=2y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1819000,30,30,single,unknown,independent,unknown,"[""NEMT"", ""special-needs"", ""handicap/wheelchair transport""]",[],
,1345,BENCH,Together We Ride LLC,MO,"Florissant, MO",57.0,0.0,57.0,0.6,S,<50,2,6,2013,census(medium),2455866,40,40,100,60,50,75,57.0,,1240,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2013 (business age=13y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=MO/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),723000,11,11,single,unknown,independent,unknown,"[""special-needs/NEMT (suspected)""]",[],
,1346,BENCH,J & L's Medical Transport LLC,SC,"Columbia, SC",57.0,0.0,57.0,0.6,S,<50,1,4,2024,census(medium),4226941,40,25,70,60,100,75,57.0,,1241,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2024 (business age=2y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1200000,17,17,small(2-5),unknown,independent,unknown,"[""NEMT"", ""special-needs""]",[],
,1347,BENCH,N Alliance Transit LLC,OH,"Cleveland, OH",57.0,0.0,57.0,0.6,S,<50,4,3,2021,census(medium),3624421,40,25,70,60,100,75,57.0,,1242,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2021 (business age=5y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,4,census(medium),360000,420000,452000,82800,113400,153680,248400,453600,768400,268000,400000,520000,268000,520000,907200,453600,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),744000,10,10,single,unknown,independent,unknown,"[""special-needs"", ""NEMT""]",Unknown; not identifiable in Cleveland-area school transportation listings,
,1348,BENCH,Airways Limousine,NJ,"Jersey City, NJ",57.0,0.0,57.0,0.6,S,<50,2,4,2025,census(medium),4505626,40,25,70,60,100,75,57.0,,1243,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2025 (business age=1y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),350000,5,5,single,unknown,unknown (Mostafa Elmoney listed as President),unknown,"[""limo/car service (likely)""]",[],
,1349,BENCH,Diamond Carriage Limo,TX,"San Antonio, TX",57.0,0.0,57.0,0.6,S,<50,2,1,2020,census(medium),3430463,40,25,70,60,100,75,57.0,,1245,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2020 (business age=6y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),739000,9,9,single,unknown,independent,unknown,"[""limo"", ""special-needs""]",Unknown; San Antonio / Bexar County limo and ground transport,
,1350,BENCH,Worldwide Medical Trnsprtn LLC,LA,"Baton Rouge, LA",57.0,0.0,57.0,0.6,S,<50,1,1,2023,census(medium),4144553,40,25,70,60,100,75,57.0,,1246,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2023 (business age=3y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),555000,8,8,single,unknown,independent,unknown,"[""NEMT (non-emergency medical transport)""]",Likely LA Medicaid NEMT via state broker network (Verida/Modivcare ecosystem),
,1351,BENCH,Air Libore Limousine Svc,OH,"Canton, OH",57.0,0.0,57.0,0.6,S,<50,2,1,2024,census(medium),4269391,40,25,70,60,100,75,57.0,,1247,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2024 (business age=2y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),509000,3,3,single,unknown,independent,unknown,"[""limousine/livery (per name)""]",[],
,1352,BENCH,Freedom Limousine Inc,IL,"Wauconda, IL",57.0,0.0,57.0,0.6,S,<50,1,2,2023,census(medium),4114125,40,25,70,60,100,75,57.0,,1248,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2023 (business age=3y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),429000,5,5,single,unknown,independent,unknown,"[""limousine/livery"", ""possible special-needs van""]",[],
,1353,BENCH,Easy Transit Medical Transport,OR,"Portland, OR",57.0,0.0,57.0,0.6,S,<50,1,4,2024,census(medium),4302774,40,25,70,60,100,75,57.0,,1250,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2024 (business age=2y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),356000,5,5,single,unknown,unknown,unknown,"[""NEMT""]",Portland OR metro NEMT (per business name and listing),
,1354,BENCH,A Limo Express,NJ,"River Edge, NJ",57.0,0.0,57.0,0.6,S,<50,1,1,2020,census(medium),3403664,40,25,70,60,100,75,57.0,,1251,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2020 (business age=6y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),318000,4,4,single,unknown,independent,unknown,"[""limousine/livery""]",[],
,1355,BENCH,All Star Medivan Inc,IL,"Waukegan, IL",57.0,0.0,57.0,0.6,S,<50,2,3,2019,census(medium),3337681,40,25,70,60,100,75,57.0,,1254,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2019 (business age=7y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),257000,3,3,single,unknown,independent,unknown,"[""NEMT"", ""wheelchair van""]",[],
,1356,BENCH,Miracle Limousine,MD,"Silver Spring, MD",57.0,0.0,57.0,0.6,S,<50,1,2,2019,census(medium),3267490,40,25,70,60,100,75,57.0,,1256,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2019 (business age=7y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),244000,3,3,single,unknown,independent,unknown,"[""limousine/livery (possible NEMT/special-needs van service)""]",[],
,1357,BENCH,Jents Limousine,IL,"Chicago, IL",57.0,0.0,57.0,0.6,S,<50,1,1,2022,census(medium),3906034,40,25,70,60,100,75,57.0,,1257,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2022 (business age=4y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),227000,3,3,single,unknown,independent,unknown,"[""limo"", ""possible special-needs""]",[],
,1358,BENCH,Lavish Limousine Svc,TX,"Fort Worth, TX",57.0,0.0,57.0,0.6,S,<50,2,4,2020,census(medium),3509184,40,25,70,60,100,75,57.0,,1258,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2020 (business age=6y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),222000,3,3,single,unknown,independent,unknown,"[""livery/limo""]",[],
,1359,BENCH,Mira Vista Enterprise Inc,TX,"Fort Worth, TX",57.0,0.0,57.0,0.6,S,<50,4,4,2023,census(medium),4162711,40,25,70,60,100,75,57.0,,1259,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2023 (business age=3y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,4,census(medium),360000,420000,452000,82800,113400,153680,248400,453600,768400,268000,400000,520000,268000,520000,907200,453600,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),222000,3,3,single,unknown,independent,unknown,"[""livery/limo (per directory tag)""]",[],
,1360,BENCH,Western Luxury LLC,TX,"Fort Worth, TX",57.0,0.0,57.0,0.6,S,<50,1,1,2025,census(medium),4491868,40,25,70,60,100,75,57.0,,1260,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2025 (business age=1y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),222000,3,3,single,unknown,independent,unknown,"[""limousine""]",[],
,1361,BENCH,Olympic Taxi Svc,WA,"Sequim, WA",57.0,0.0,57.0,0.6,S,<50,1,2,2024,census(medium),4339223,40,25,70,60,100,75,57.0,,1261,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2024 (business age=2y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),151000,3,3,single,unknown,independent,high,"[""taxi""]",[],
,1362,BENCH,Diamond Care Logistics LLC,SC,"Greenville, SC",57.0,0.0,57.0,0.6,S,<50,1,1,2022,census(medium),4457787,40,25,70,60,100,75,57.0,,1263,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2022 (business age=4y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),521000,8,8,single,unknown,independent,unknown,"[""special-needs/NEMT""]",[],
,1363,BENCH,Star Limo,TX,"Garland, TX",57.0,0.0,57.0,0.6,S,<50,1,1,2026,census(medium),4515902,40,25,70,60,100,75,57.0,,1267,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2026 (business age=0y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),168000,2,2,single,unknown,independent,unknown,"[""limo/airport livery""]",[],
,1364,BENCH,Paris Limousine Inc,IL,"Norridge, IL",57.0,0.0,57.0,0.6,S,<50,1,2,2023,census(medium),4114125,40,25,70,60,100,75,57.0,,1269,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2023 (business age=3y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),151000,2,2,single,unknown,independent,unknown,"[""livery/limousine (possible ADA/wheelchair-accessible)""]",None confirmed; no school district contracts found,
